numero_proyecto,fecha_ingreso,iniciativa,proyecto_suma,numero_ley,fecha_publicacion
951-06,1993-03-01,Mensaje,"Faculta a S.E. el Presidente de la República para dictar D.F.L. que incorpore el cargo de administrador municipal, en las plantas de aquellas municipalidades que opten por crearlo.",19211,1993-04-26
900-06,1993-01-13,Mensaje,"Concede un nuevo plazo para poner en conocimiento de la Corporación Nacional de Reparación y Reconciliación, los casos a que se refiere el artículo 2º de la Ley Nº 19.123.",19209,1993-04-19
943-03,1993-03-23,Mensaje,"Modifica Art. 32 de la Ley Nº 18.892, General de Pesca y Acuicultura",19210,1993-04-16
572-15,1991-12-19,Mensaje,"Modifica el Decreto con Fuerza de Ley Nº 10 de 1981, de la Subsecretaria de Telecomunicaciones.",19208,1993-04-14
737-03,1992-07-03,Mensaje,"Introduce diversas modificaciones al decreto ley Nº 600, de 1974, que fija el Estatuto de la Inversión Extranjera.",19207,1993-03-31
151-04,1990-09-13,Moción,"Modifica el programa especial de becas para estudiantes de escasos recursos en la Región de Aysén, Provincia de Isla de Pascua y comuna de Juan Fernández.",19206,1993-03-18
121-08,1990-08-14,Moción,"Modifica DFL Nº 1 de 1982, del Ministerio de Minería, Ley General de Servicios Eléctricos en Relación Cooperativas.",19203,1993-02-24
344-04,1991-04-24,Moción,"Autoriza la erección de un monumento, en la ciudad de Santiago y otro en la ciudad de Valparaíso, a la memoria del ex Senador de la República, Don Jaime Guzmán Errázuriz.",19205,1993-02-06
483-07,1991-09-11,Moción,"Modifica los artículos 84, 86, 138, 139, 145 del Código de Procedimiento Penal, con el objeto de facilitar la investigación y prueba del delito de lesiones.",19204,1993-02-05
501-07,1991-09-26,Mensaje,"Modifica el Decreto Ley Nº 2.573, de 1979, Ley Orgánica del Consejo de Defensa del  Estado y modifica la planta de personal de dicho servicio.",19202,1993-02-04
850-08,1992-11-05,Mensaje,Permite convenios de pago de patentes mineras y prorroga el pago de aquellas correspondientes a 1992.,19201,1993-02-03
734-14,1992-07-01,Mensaje,"Modifica el artículo 4º bis del Decreto Ley Nº539, de 1974, en lo relativo al valor de la cuota de ahorro de pago ordinario de dividendo",19197,1993-02-03
633-03,1992-03-19,Mensaje,Sustituye las plantas del personal del Instituto Nacional de Estadísticas.,19196,1993-02-01
763-14,1992-08-04,Mensaje,Rebaja de dividendos por créditos hipotecarios ex-ANAP.,19199,1993-01-21
718-13,1992-06-09,Mensaje,Establece nuevas normas sobre otorgamiento de pensiones a trabajadores que indica y dicta otras disposiciones de carácter previsional,19200,1993-01-18
628-11,1992-03-17,Mensaje,Establece un procedimiento para llamar a concurso los cargos de los profesionales funcionarios que señala la Ley Nº 15.076.,19198,1993-01-18
520-01,1991-10-16,Mensaje,"Modifica el artículo 12 de la Ley Nº 18.525, con el objeto de extender los derechos especificos y rebajas arancelarias de la Banda de Precios del Trigo a la harina de trigo.",19193,1993-01-16
559-07,1991-12-10,Mensaje,"Adscribe a la Dirección de Previsión de Carabineros de Chile, al personal de Gendarmería de Chile que indica y hace imponibles sus remuneraciones.",19195,1993-01-13
863-06,1992-11-11,Mensaje,Modifica ley 19.175 sobre Gobierno y Administración Regional.,19194,1993-01-09
778-07,1992-08-20,Mensaje,Fija una nueva planta para el personal del Servicio de Registro Civil e Identificación.,19191,1993-01-02
476-07,1991-09-09,Moción,Modifica el Código de Procedimiento Penal en lo relativo a las notificaciones judiciales (refundido con boletín 388-07),19189,1992-12-31
388-07,1991-06-18,Moción,"Modifica el artículo 66 del Código de Procedimiento Penal, en lo relativo a las notificaciones Judiciales.(Refundido con boletín 476-07)",19189,1992-12-31
815-07,1992-10-06,Mensaje,"Introduce modifica al artículo 4° del DL 3.058 de1979, sobre remuneraciones del Poder Judicial",19190,1992-12-31
885-10,1992-12-15,Mensaje,Acuerdo sobre aprobación del Convenio constitutivo del Fondo Multilateral de Inversiones,1489,1992-12-31
882-06,1992-12-09,Mensaje,Modifica ley 18.893 sobre Organizaciones Comunitarias Territoriales y Funcionales.,19192,1992-12-31
692-03,1992-05-20,Mensaje,"Excluye al Instituto Forestal de la aplicación del Decreto Ley N° 249, de 1973.",19188,1992-12-28
535-10,1991-11-19,Mensaje,Autoriza al Estado para participar en la creación de la Fundación empresarial Comunidad Europea - Chile.,19186,1992-12-21
870-05,1992-11-24,Mensaje,"Reajusta remuneraciones de los funcionarios del Sector Público, concede aguinaldo de Navidad y otros beneficios de carácter pecuniario.",19185,1992-12-12
846-07,1992-11-04,Mensaje,"Introduce modificiaciones a la ley 19.172, arrepentimiento eficaz.",19183,1992-12-11
809-05,1992-09-30,Mensaje,Presupuesto del Sector Público para el año 1993.,19182,1992-12-09
690-06,1992-05-14,Mensaje,"Modifica la Ley Orgánica Constitucional de Municipalidades, el Estatuto Administrativo para funcionarios municipales, y dicta normas sobre remuneraciones para el personal municipal.",19180,1992-12-07
765-15,1992-08-11,Mensaje,"Autoriza al Ministerio Secretaria Generel de Gobierno para transferir fondos a Municipalidades que indica, con la finalidad de instalar sistemas de recepción satelital de televisión.",19178,1992-12-07
612-04,1992-03-10,Mensaje,"Mejoramiento de remuneraciones y fijación de nuevas plantas para el personal de los servicios que indica del sector Educación. Bibliotecas, Archivos y Museos y de la JUNJI.",19184,1992-12-05
852-05,1992-11-10,Mensaje,"Otorga anticipo de reajuste a las pensiones de los regímenes previsionales de los DL 2448 y2547, a las pensiones asistenciales y un aguinaldo de navidad a los mismos pensionados.",19181,1992-11-30
769-13,1992-08-18,Mensaje,"Modifica DL 3500, de 1980, en materia de exigibilidad del bono de reconocimiento, considerando la realización de trabajos pesados.",19177,1992-11-27
703-13,1992-06-02,Mensaje,"Modifica la Ley Nº 18.868, que autoriza al Instituto de Normalización Previsional para enajenar  viviendas.",19176,1992-11-26
609-14,1992-01-21,Mensaje,Modifica la planta de cargos del Ministerio de Vivienda y Urbanismo y mejora las remuneraciones de su personal.,19179,1992-11-26
686-06,1992-09-12,Mensaje,Modifica las Plantas de personal de La Contraloria General de la República.,19187,1992-11-16
813-06,1992-10-06,Mensaje,Establece la fecha de la primera elección de los miembros de los Consejos Regionales.,19174,1992-11-12
589-06,1992-01-07,Mensaje,Gobierno y Administración Regional.,19175,1992-11-11
334-07,1991-04-10,Mensaje,"Modifica el Código Penal y la ley Nº 18.314, que determina conductas terroristas y fija su penalidad.",19172,1992-11-04
697-13,1992-05-20,Mensaje,"Modifica la ley Nº 19.129, sobre subsidio a la industria del carbón, en aspectos previsionales.",19173,1992-10-30
421-09,1991-07-24,Mensaje,"Modifica el articulo 54 del decreto Supremo Nº 294, de 1984, del Ministerio de Obras Públicas, que fija el texto de la Ley Nº 15.840, Organica del Ministerio de Obras Publicas, y las Leyes Nºs 18.290 y 18.287",19171,1992-10-23
381-15,1991-06-13,Mensaje,"Modifica el Decreto con Fuerza de Ley Nº 94 de 1960 ley de Administración de la Empresa de los Ferrocarriles del Estado, introduce normas legales complementarias y aprueba transferencia de fondos a la empresa.",19170,1992-10-03
286-04,1991-01-24,Mensaje,Sobre premios nacionales.,19169,1992-09-26
199-04,1990-11-06,Mensaje,"Modifica ley Nº 17.336, sobre Propiedad Intelectual.",19166,1992-09-17
369-04,1991-06-05,Mensaje,Permite a las instituciones de educación superior realizar actividades en beneficio del desarrollo regional y nacional.,19168,1992-09-17
786-05,1992-09-03,Mensaje,Otorga un aguinaldo de Fiestas Patrias a los trabajadores que indica.,19167,1992-09-12
665-06,1992-04-15,Mensaje,Concede por gracia la nacionalidad chilena al religioso señor Rolland Roy.,19160,1992-09-10
666-06,1992-04-15,Mensaje,Concede por gracia la nacionalidad chilena al religioso señor Adrien Saucier.,19161,1992-09-10
664-06,1992-04-05,Mensaje,Concede por gracia la nacionalidad chilena al religioso señor Andre Schlosser,19159,1992-09-10
255-01,1991-01-10,Mensaje,Delega facultades para establecer sistema obligatorio de clasificación de ganado y tipificación de carnes y regular el establecimiento y funcionamiento de mataderos,19162,1992-09-07
386-07,1991-06-08,Moción,"Modifica el Nº 4, del artículo 10 del Código Penal, a objeto de fortalecer el derecho a la legitima defensa.",19164,1992-09-02
770-05,1992-08-18,Mensaje,Otorga aguinaldo de Fiestas Patrias a los pensionados que indica.,19163,1992-09-02
735-01,1992-07-02,Mensaje,Introduce modificaciones a la ley nº19.118,19157,1992-09-02
385-06,1991-06-18,Mensaje,Sustituye el sistema de calificaciones de los funcionarios públicos y municipales,19165,1992-09-01
676-07,1992-04-29,Mensaje,Modifica el artículo 9º de la ley Nº 19.047.,19158,1992-08-31
679-05,1992-05-06,Mensaje,Modifica la ley sobre Impuestos a la Renta y otras disposiciones legales de carácter tributario.,19155,1992-08-13
646-07,1992-03-01,Mensaje,Crea juzgados de letras que indica y modifica el Código Orgánico de Tribunales.,19156,1992-08-10
82-06,1990-06-12,Mensaje,Modifica diversos cuerpos legales relativos a la administración del Estado,19154,1992-08-03
678-09,1992-05-06,Mensaje,Autoriza al Consejo de Defensa del Estado para transigir el juicio seguido en contra de la Dirección de Vialidad.,19153,1992-07-22
365-01,1991-06-04,Mensaje,"Crea Oficina de Estudios y Políticas Agrarias y deroga arts. 30,31 y 33 de la ley N° 18.755.",19147,1992-07-21
657-02,1992-04-08,Mensaje,"Modifica el Decreto Supremo Nº 501, de 1977 del Ministerio de Defensa Nacional.",19151,1992-07-15
699-13,1992-05-21,Mensaje,Reajusta asignaciones familiares y maternales y el subsidio único familiar.,19152,1992-07-15
613-03,1992-03-11,Mensaje,Modifica plantas del personal de la Superintendencia de Electricidad y Combustibles.,19148,1992-07-09
722-06,1992-06-09,Moción,Modifica ley Nº 19.130,19150,1992-07-07
419-05,1991-07-23,Mensaje,"Establece un régimen preferencial de tratamiento aduanero y tributario para las comunas de Porvenir y Primavera de la Provincia de Tierra del Fuego, XII Región e introduce modificaciones a diversos cuerpos legales que indica.",19149,1992-07-06
349-09,1991-05-14,Mensaje,Modifica el Código de Aguas en lo relativo a la extracción de aguas subterráneas en la Iª y IIª regiones del país.,19145,1992-06-25
700-06,1992-06-02,Mensaje,"Modifica la ley Nº 18.593, sobre Tribunales Electorales Regionales.",19146,1992-06-24
358-08,1991-05-21,Mensaje,Modifica el articulo 163 del Código de Minería.,19143,1992-06-17
644-03,1992-03-31,Mensaje,"Modifica ley N° 18.175, sobre quiebras.",19144,1992-06-13
681-13,1992-05-07,Mensaje,Reajusta el monto del ingreso mínimo mensual,19142,1992-05-29
573-07,1992-01-07,Mensaje,Divide la jurisdicción de los juzgados de letras de Concepción y Talcahuano y crea el cuarto juzgado del crimen de Concepción.,19139,1992-05-25
532-03,1991-11-13,Mensaje,Sustituye la planta de personal del Servicio de Cooperación Técnica.,19140,1992-05-25
220-04,1990-12-11,Mensaje,"Modifica el sistema de subvenciones estatales a la educación establecido en el Decreto con Fuerza de Ley Nº 2, de Educación, de 1989.",19138,1992-05-13
677-04,1992-05-05,Mensaje,"Modifica el Decreto con fuerza de Ley Nº 1, de 1988, del Ministerio de Educación, sobre Premios Nacionales.",19141,1992-05-13
308-08,1991-03-14,Mensaje,Pertenencias que no forman parte de yacimientos en actual explotación.,19137,1992-05-12
468-02,1991-09-03,Mensaje,Extiende beneficios del Instituto de Normalización Previsional a la Caja de Previsión de la Defensa Nacional y a la Dirección de Previsión de Carabineros de Chile.,19136,1992-05-08
44-05,1990-05-15,Moción,"Sustituye el articulo 90 de la ley Nº 18.768, en lo relativo a la distribución de los ingresos provenientes del sistema de pronósticos deportivos.",19135,1992-05-05
403-07,1991-07-10,Mensaje,"Interpreta y modifica normas del Decreto Ley Nº 3.058, de 1979 y de la Ley Nº 18.863, relativas a remuneraciones del Poder Judicial.",19133,1992-04-30
548-14,1991-11-21,Mensaje,Subsidio habitacional rural indígena,19134,1992-04-13
210-07,1990-11-29,Mensaje,"Modifica la ley Nº 18.838, sobre el Consejo Nacional de Televisión.",19131,1992-04-08
122-15,1990-08-21,Mensaje,Crea la Empresa del Estado Televisión Nacional de Chile,19132,1992-04-08
531-06,1991-11-12,Mensaje,"LEY Nº 18.695, ORGANICA CONSTITUCIONAL DE MUNICIPALIDAD.",19130,1992-03-19
363-10,1991-06-04,Mensaje,"Proyecto de Acuerdo relativo al convenio sobre supresión de visas a los pasaportes diplomáticos, Oficiales, especiales y de servicios, suscrito con el Gobierno de la República de el Salvador, por cambio de notas de fecha 3 de Noviembre de 1989.",1618,1992-03-03
480-08,1991-09-11,Mensaje,Concede subsidio compensatorio a la industria del carbón.,19129,1992-02-24
180-08,1990-10-09,Mensaje,"Excluye a la Empresa Nacional de Minería de la aplicación del articulo 23, del Decreto Ley Nº 249, de 1973.",19125,1992-02-10
316-06,1991-04-03,Mensaje,Establece diversas normas relativas a reparaciones en beneficio de los familiares de las víctimas a que se refiere el Informe de la Comisión Nacional de Verdad y Reconciliación y crea la Corporación Nacional de Reparación y Reconciliación.,19123,1992-02-08
568-02,1991-12-11,Mensaje,Aumenta la planta de personal de Carabineros. de Chile.,19127,1992-02-08
564-07,1991-12-10,Mensaje,"Modifica el articulo 16 de la Ley Nº 17.798, sobre control  de armas.",19126,1992-02-07
211-05,1990-11-29,Mensaje,"Otorga franquicias a exiliados políticos retornados y modifica el arancel aduanero en lo relativo a la internación de equipaje, mercancías y obras de arte de chilenos.",19128,1992-02-07
517-07,1991-10-15,Mensaje,Crea cargos en el Poder Judicial e introduce modificaciones al Código Orgánico de Tribunales.,19124,1992-02-06
529-07,1991-11-12,Mensaje,Crea un juzgado de letras de menores en la comuna de San Antonio.,19122,1992-02-06
549-07,1991-11-26,Mensaje,Otorga los beneficios que indica a los ministros de la  Corte Suprema que hagan uso de la  opción que señala.,19121,1992-02-05
512-14,1991-10-03,Mensaje,"Amplía el plazo establecido en el articulo primero bis, transitorio, del Decreto Ley Nº 1.519, de 1976, para la enajenación de viviendas traspasadas al Servicio de Vivienda y Urbanismo.",19120,1992-02-03
215-01,1990-12-04,Mensaje,"Otorga beneficios a los adquirentes de predios afectos a la Reforma. Agraria y modifica. DL. 3.262 de1980 y las leyes 15.840, 18.377, 18.658, 18.768 y el art. 12 de la ley N° 18.525.",19118,1992-02-03
551-04,1991-12-03,Mensaje,Mejoramiento de remuneraciones para el personal de la Subsecretaria del Ministerio de Educación.,19119,1992-01-31
561-06,1991-12-10,Mensaje,"Declara feriado legal el 22 de abril de 1992, con ocasión del XVI Censo Nacional de población y de vivienda.",19116,1992-01-29
491-13,1991-09-12,Mensaje,"Dispone la recuperación de subsidios por incapacidad laboral respecto de los funcionarios municipales y profesionales de la educación, regidos por el articulo 36 de la ley Nº 19.070",19117,1992-01-29
251-10,1991-01-08,Mensaje,"Modifica el D.F.L. Nº 33, de 1979, sobre estatuto del personal del Ministerio de Relaciones Exteriores.",19115,1992-01-20
380-02,1991-06-13,Mensaje,"Modifica ley N° 18.297, Orgánica de la Empresa Nacional de Aeronáutica.",19113,1992-01-13
298-10,1991-03-03,Mensaje,Arreglo de diferencias relativas a inversiones entre estados y nacionales de otras estados.,1304,1992-01-09
557-11,1991-12-04,Mensaje,Mejoramiento de remuneraciones para el personal del Sector de la Salud.,19112,1992-01-07
393-07,1991-06-20,Mensaje,"Modifica la ley Nº 19.047, que establece normas a fin de garantizar en mejor forma los derechos de las personas.",19114,1992-01-04
563-03,1991-12-10,Mensaje,"Prorroga los plazos establecidos en el inciso tercero, del articulo 4º transitorio de la ley Nº 18.892, General de Pesca y Acuicultura",19106,1991-12-31
377-06,1991-06-11,Mensaje,"Modifica el artículo 2º de la Ley Nº 18.989, Orgánica del Ministerio de Planificación y Cooperación.",19107,1991-12-30
430-05,1991-08-06,Mensaje,Modifica la Ley Nº 18.985 y el Código Tributario a fin de facilitar el paso de la tributación de renta presunta a renta efectiva.,19109,1991-12-30
555-06,1991-12-04,Mensaje,Faculta al Director del Servicio Electoral para modificar el funcionamiento de las juntas inscriptoras electorales.,19111,1991-12-24
290-11,1991-03-07,Mensaje,Modifica la Ley Nº 18.469 en relación con aspectos de la modalidad de libre elección.,19108,1991-12-23
519-15,1991-10-15,Mensaje,"Modifica la ley Nº 19.040, en materia de comercialización de buses retirados de circulación y asignación compensatoria para  choferes.",19110,1991-12-21
554-04,1991-12-03,Mensaje,"Modifica la Ley Nº 19.083, que establece normas sobre reprogramación de deudas del crèdito fiscal universitario",19105,1991-12-12
